cp,asentamiento,municipio,zona,precio_envio
90278,Dos Barrancas,Tlaxco,Intermedia,100
90278,San Martín,Tlaxco,Intermedia,100
90278,Agua Escondida,Tlaxco,Intermedia,100
90278,Los Polos,Tlaxco,Intermedia,100
90278,Seco el Viejo,Tlaxco,Intermedia,100
90278,Los Laureles,Tlaxco,Intermedia,100
90278,Santa María Zotoluca,Tlaxco,Intermedia,100
90278,San José Atotonilco,Tlaxco,Intermedia,100
90278,Seco,Tlaxco,Intermedia,100
90278,Santa Cruz Rancho Seco,Tlaxco,Intermedia,100
90278,Campo David,Tlaxco,Intermedia,100
90280,Niños Héroes de Chapultepec,Nanacamilpa de Mariano Arista,Lejana,150
90280,Mifive,Nanacamilpa de Mariano Arista,Lejana,150
90280,Los Rosales,Nanacamilpa de Mariano Arista,Lejana,150
90280,La Unión,Nanacamilpa de Mariano Arista,Lejana,150
90280,Media Caballería,Nanacamilpa de Mariano Arista,Lejana,150
90280,El Carmen,Nanacamilpa de Mariano Arista,Lejana,150
90280,Agua Escondida,Nanacamilpa de Mariano Arista,Lejana,150
90280,Antorchista San Cayetano,Nanacamilpa de Mariano Arista,Lejana,150
90280,Domingo Arenas,Nanacamilpa de Mariano Arista,Lejana,150
90280,Chapultepec,Nanacamilpa de Mariano Arista,Lejana,150
90280,Francisco Villa,Nanacamilpa de Mariano Arista,Lejana,150
90280,Obregón,Nanacamilpa de Mariano Arista,Lejana,150
90280,INFONAVIT Mineros,Nanacamilpa de Mariano Arista,Lejana,150
90280,Loma Bonita,Nanacamilpa de Mariano Arista,Lejana,150
90280,Loreto,Nanacamilpa de Mariano Arista,Lejana,150
90280,La Villa,Nanacamilpa de Mariano Arista,Lejana,150
90283,Amaxac,Nanacamilpa de Mariano Arista,Lejana,150
90283,La Candelaria,Nanacamilpa de Mariano Arista,Lejana,150
90283,Los Delgadillo,Nanacamilpa de Mariano Arista,Lejana,150
90283,José Eduardo Hernández Fernández,Nanacamilpa de Mariano Arista,Lejana,150
90284,Ixtafiayuca,Nanacamilpa de Mariano Arista,Lejana,150
90284,Domingo Arenas (La Calera),Nanacamilpa de Mariano Arista,Lejana,150
90284,Francisco I. Madero,Nanacamilpa de Mariano Arista,Lejana,150
90284,Entronque Nanacamilpa,Nanacamilpa de Mariano Arista,Lejana,150
90286,Constantino Zavala,Nanacamilpa de Mariano Arista,Lejana,150
90286,Manuel Estrada,Nanacamilpa de Mariano Arista,Lejana,150
90286,Tepuente,Nanacamilpa de Mariano Arista,Lejana,150
90288,San Isidro,Nanacamilpa de Mariano Arista,Lejana,150
90288,Miguel Lira y Ortega,Nanacamilpa de Mariano Arista,Lejana,150
90288,San Felipe Hidalgo,Nanacamilpa de Mariano Arista,Lejana,150
90290,Españita,Españita,Intermedia,100
90290,El Carmen,Españita,Intermedia,100
90290,San Miguel,Españita,Intermedia,100
90291,San Juan Mitepec,Españita,Intermedia,100
90292,San Francisco Mitepec,Españita,Intermedia,100
90292,San Miguel Pipiyola,Españita,Intermedia,100
90292,San Pablo,Españita,Intermedia,100
90293,Álvaro Obregón,Españita,Intermedia,100
90293,San Agustín,Españita,Intermedia,100
90293,La Joya,Españita,Intermedia,100
90293,Francisco I. Madero el Viejo,Españita,Intermedia,100
90293,La Concepción,Españita,Intermedia,100
90293,Pablo García Sánchez (Rancho Tecuicuilco),Españita,Intermedia,100
90293,Rancho Nuevo,Españita,Intermedia,100
90293,Lindavista,Españita,Intermedia,100
90294,Miguel Aldama,Españita,Intermedia,100
90294,La Soledad,Españita,Intermedia,100
90294,Las Pilas,Españita,Intermedia,100
90294,El Relicario,Españita,Intermedia,100
90294,Guillén,Españita,Intermedia,100
90294,San Miguel Tepalca,Españita,Intermedia,100
90295,La Magdalena Cuextotitla,Españita,Intermedia,100
90295,Barrio de Torres,Españita,Intermedia,100
90297,Vicente Guerrero,Españita,Intermedia,100
90297,Lagunitas,Españita,Intermedia,100
90297,El Ocotal (Roque Sánchez),Españita,Intermedia,100
90297,El Agua Santa (Las Tinas),Españita,Intermedia,100
90297,El Calicanto,Españita,Intermedia,100
90298,La Constancia,Españita,Intermedia,100
90298,La Reforma,Españita,Intermedia,100
90298,La Valentina,Españita,Intermedia,100
90298,Los Capulines,Españita,Intermedia,100
90298,San Miguel el Piñón,Españita,Intermedia,100
90298,Asilo de Anciano San Judas Tadeo,Españita,Intermedia,100
90298,El Potrero,Españita,Intermedia,100
90298,San José Bellavista,Españita,Intermedia,100
90298,El Capulín,Españita,Intermedia,100
90298,San Antonio,Españita,Intermedia,100
90300,Centro,Apizaco,Apizaco Centro,50
90319,Rodan,Apizaco,Apizaco Centro,50
90320,Granjas de Guadalupe,Apizaco,Apizaco Centro,50
90323,Cerrito de Guadalupe,Apizaco,Apizaco Centro,50
90329,Fuentes de Actipan,Apizaco,Apizaco Centro,50
90329,Hogares Ferrocarrileros,Apizaco,Apizaco Centro,50
90329,Hogares Ferrocarrileros 3,Apizaco,Apizaco Centro,50
90329,Atenco,Apizaco,Apizaco Centro,50
90330,Guadalupe,Apizaco,Apizaco Centro,50
90337,San Martín de Porres,Apizaco,Apizaco Centro,50
90338,Bellavista,Apizaco,Apizaco Centro,50
90338,El Carmen,Apizaco,Apizaco Centro,50
90338,San Diego Crom,Apizaco,Apizaco Centro,50
90339,San Miguel,Apizaco,Apizaco Centro,50
90340,Santa Rosa,Apizaco,Apizaco Centro,50
90341,20 de Noviembre,Apizaco,Apizaco Centro,50
90342,Ferrocarrilera,Apizaco,Apizaco Centro,50
90342,Adolfo López Mateos,Apizaco,Apizaco Centro,50
90342,Emilio Sánchez Piedras,Apizaco,Apizaco Centro,50
90347,La Ciénega,Apizaco,Apizaco Centro,50
90350,Buenos Aires,Apizaco,Apizaco Centro,50
90350,INFONAVIT CTM,Apizaco,Apizaco Centro,50
90350,INFONAVIT San Rafael Atlixtac,Apizaco,Apizaco Centro,50
90355,Villa Santa Clara,Apizaco,Apizaco Centro,50
90355,Villas del Monte,Apizaco,Apizaco Centro,50
90355,Parque Ingles Residencial,Apizaco,Apizaco Centro,50
90355,Villas de Apizaco,Apizaco,Apizaco Centro,50
90355,Villa Santa Anita,Apizaco,Apizaco Centro,50
90355,Loma Paraíso,Apizaco,Apizaco Centro,50
90355,FOVISSSTE Loma Verde,Apizaco,Apizaco Centro,50
90355,INFONAVIT Loma Verde,Apizaco,Apizaco Centro,50
90355,Real del Bosque,Apizaco,Apizaco Centro,50
90355,Real del Valle,Apizaco,Apizaco Centro,50
90355,Paso de Cortés I,Apizaco,Apizaco Centro,50
90355,Paso de Cortés II,Apizaco,Apizaco Centro,50
90355,La Perla,Apizaco,Apizaco Centro,50
90355,La Perla II,Apizaco,Apizaco Centro,50
90355,Apatlahuaya,Apizaco,Apizaco Centro,50
90355,San Diego,Apizaco,Apizaco Centro,50
90356,Loma Florida 1a Secc,Apizaco,Apizaco Centro,50
90356,Loma Florida 2a Secc,Apizaco,Apizaco Centro,50
90356,Los Sauces,Apizaco,Apizaco Centro,50
90356,Nuevo México,Apizaco,Apizaco Centro,50
90357,Benito Juárez,Apizaco,Apizaco Centro,50
90357,Fátima,Apizaco,Apizaco Centro,50
90357,Lindavista,Apizaco,Apizaco Centro,50
90358,Jesús y San Juan,Apizaco,Apizaco Centro,50
90360,Bryc,Apizaco,Apizaco Centro,50
90360,La Cañada,Apizaco,Apizaco Centro,50
90360,Los Morales II,Apizaco,Apizaco Centro,50
90370,INDECO San Rafael Atlixtac,Apizaco,Apizaco Centro,50
90370,Zaragoza,Apizaco,Apizaco Centro,50
90370,Campestre los Sabinos,Apizaco,Apizaco Centro,50
90378,Loma Santa Anita,Apizaco,Apizaco Centro,50
90380,Agrícola Covadonga,Apizaco,Apizaco Centro,50
90380,Jardines de Apizaco,Apizaco,Apizaco Centro,50
90380,La Soledad,Apizaco,Apizaco Centro,50
90380,El Llano,Apizaco,Apizaco Centro,50
90401,Villas el Pilar,Apizaco,Apizaco Centro,50
90401,La Presa,Apizaco,Apizaco Centro,50
90401,Benito Juárez Apizaquito,Apizaco,Apizaco Centro,50
90401,El Calvario,Apizaco,Apizaco Centro,50
90401,San Luis Apizaquito,Apizaco,Apizaco Centro,50
90401,Tulio Hernández,Apizaco,Apizaco Centro,50
90401,CERESO Apizaco,Apizaco,Apizaco Centro,50
90401,Coporo y Cerro Azul,Apizaco,Apizaco Centro,50
90401,San Luis,Apizaco,Apizaco Centro,50
90401,La Paz,Apizaco,Apizaco Centro,50
90401,El Farallon,Apizaco,Apizaco Centro,50
90401,Residencial Las Flores,Apizaco,Apizaco Centro,50
90401,La Colina,Apizaco,Apizaco Centro,50
90401,Lomas de Apizaquito,Apizaco,Apizaco Centro,50
90402,Santa Maria Texcalac,Apizaco,Apizaco Centro,50
90402,10 de Mayo,Apizaco,Apizaco Centro,50
90402,Francisco I. Madero,Apizaco,Apizaco Centro,50
90402,El Cerrito,Apizaco,Apizaco Centro,50
90403,Guadalupe Texcalac,Apizaco,Apizaco Centro,50
90405,Cuarta Manzana,Apizaco,Apizaco Centro,50
90405,Actipan,Apizaco,Apizaco Centro,50
90405,Jardines de San Francisco,Apizaco,Apizaco Centro,50
90405,José María Morelos,Apizaco,Apizaco Centro,50
90406,San Isidro,Apizaco,Apizaco Centro,50
90406,Lomas del Bosque,Apizaco,Apizaco Centro,50
90406,Lomas del Bosque II,Apizaco,Apizaco Centro,50
90406,Jardines de San Isidro,Apizaco,Apizaco Centro,50
90407,Santa Anita Huiloac,Apizaco,Apizaco Centro,50
90407,San Marcos,Apizaco,Apizaco Centro,50
90407,Atlayoalco,Apizaco,Apizaco Centro,50
90410,Atlangatepec,Atlangatepec,Intermedia,100
90410,Segunda Fracción de Olivares,Atlangatepec,Intermedia,100
90410,Tepezilapan,Atlangatepec,Intermedia,100
90410,Tercera Fracción de Olivares,Atlangatepec,Intermedia,100
90410,Cuarta Fracción de Olivares,Atlangatepec,Intermedia,100
90410,El Paraíso,Atlangatepec,Intermedia,100
90410,La Troje,Atlangatepec,Intermedia,100
90411,Agrícola San Luis,Atlangatepec,Intermedia,100
90411,Santa Clara Ozumba,Atlangatepec,Intermedia,100
90411,San Simón,Atlangatepec,Intermedia,100
90411,Cerro de las Flores,Atlangatepec,Intermedia,100
90411,El Catorce,Atlangatepec,Intermedia,100
90411,La Loma (El Cerrito),Atlangatepec,Intermedia,100
90411,La Palma,Atlangatepec,Intermedia,100
90411,La Providencia,Atlangatepec,Intermedia,100
90413,Zumpango,Atlangatepec,Intermedia,100
90413,La Flor,Atlangatepec,Intermedia,100
90413,San Felipe,Atlangatepec,Intermedia,100
90413,San José Atlanga,Atlangatepec,Intermedia,100
90413,La Cuchilla (El Alcanfor),Atlangatepec,Intermedia,100
90414,Las Barrancas,Atlangatepec,Intermedia,100
90414,Las Tinajas,Atlangatepec,Intermedia,100
90414,Los Capulines,Atlangatepec,Intermedia,100
90414,Los Encinos,Atlangatepec,Intermedia,100
90414,Santiago Villalta,Atlangatepec,Intermedia,100
90414,El Huérfano,Atlangatepec,Intermedia,100
90414,El Ocote,Atlangatepec,Intermedia,100
90414,La Joya,Atlangatepec,Intermedia,100
90414,Las Tinajas (La Tepozanera),Atlangatepec,Intermedia,100
90414,El Potrero,Atlangatepec,Intermedia,100
90414,El Encino,Atlangatepec,Intermedia,100
90415,San Pedro Ecatepec,Atlangatepec,Intermedia,100
90415,Jericó,Atlangatepec,Intermedia,100
90415,La Herradura,Atlangatepec,Intermedia,100
90415,Tenopala,Atlangatepec,Intermedia,100
90415,Sabino Grande (El Carmen),Atlangatepec,Intermedia,100
90415,San José de Santa Rosa Zacapexco,Atlangatepec,Intermedia,100
90415,San Marcos,Atlangatepec,Intermedia,100
90415,Santa Elena,Atlangatepec,Intermedia,100
90415,Santa María Tepetzala,Atlangatepec,Intermedia,100
90415,Villa de las Flores,Atlangatepec,Intermedia,100
90415,Vista Hermosa,Atlangatepec,Intermedia,100
90415,Xuxtepec,Atlangatepec,Intermedia,100
90415,El Alemán,Atlangatepec,Intermedia,100
90415,El Ocotal,Atlangatepec,Intermedia,100
90415,El Recuerdo,Atlangatepec,Intermedia,100
90415,San Antonio Tepetzala,Atlangatepec,Intermedia,100
90415,La Cañada,Atlangatepec,Intermedia,100
90416,Xalnene,Atlangatepec,Intermedia,100
90416,Los Patos,Atlangatepec,Intermedia,100
90416,Unidad Habitacional I,Atlangatepec,Intermedia,100
90416,Centro Vacacional Villa Quinta Olivares,Atlangatepec,Intermedia,100
90416,La Trasquila,Atlangatepec,Intermedia,100
90416,La Cañada,Atlangatepec,Intermedia,100
90417,Fracción San Pedro Ecatepec,Atlangatepec,Intermedia,100
90418,Benito Juárez (Tezoyo),Atlangatepec,Intermedia,100
90418,Loma Bonita,Atlangatepec,Intermedia,100
90420,Muñoz,Muñoz de Domingo Arenas,Intermedia,100
90420,Los Álamos,Muñoz de Domingo Arenas,Intermedia,100
90421,Guadalupe Estación,Muñoz de Domingo Arenas,Intermedia,100
90421,San José Cuamantzingo,Muñoz de Domingo Arenas,Intermedia,100
90421,San Bartolo Cuamantzingo,Muñoz de Domingo Arenas,Intermedia,100
90423,La Bodega,Muñoz de Domingo Arenas,Intermedia,100
90423,Cuatro Caballos,Muñoz de Domingo Arenas,Intermedia,100
90423,Los Rodríguez,Muñoz de Domingo Arenas,Intermedia,100
90425,San Isidro Chipila,Muñoz de Domingo Arenas,Intermedia,100
90425,De Zacatepec,Muñoz de Domingo Arenas,Intermedia,100
90427,Guadalupe Cuauhtémoc,Muñoz de Domingo Arenas,Intermedia,100
90427,Muñoz,Muñoz de Domingo Arenas,Intermedia,100
90427,Ex-hacienda de Guadalupe,Muñoz de Domingo Arenas,Intermedia,100
90430,2da. San Bartolomé Matlalohcan,Tetla de la Solidaridad,Cercana,80
90430,Prados Residencial,Tetla de la Solidaridad,Cercana,80
90430,Antorcha Revolucionaria INFONAVIT Tetla,Tetla de la Solidaridad,Cercana,80
90430,1ra. San Bartolomé Matlalohcan,Tetla de la Solidaridad,Cercana,80
90430,Teotlalpan,Tetla de la Solidaridad,Cercana,80
90430,Los Robles,Tetla de la Solidaridad,Cercana,80
90430,La Cañada,Tetla de la Solidaridad,Cercana,80
90430,Jardines de San Bartolo,Tetla de la Solidaridad,Cercana,80
90430,Metenco,Tetla de la Solidaridad,Cercana,80
90430,4ta. San Bartolomé Matlalohcan,Tetla de la Solidaridad,Cercana,80
90430,3ra. San Bartolomé Matlalohcan,Tetla de la Solidaridad,Cercana,80
90430,Actipac,Tetla de la Solidaridad,Cercana,80
90430,Cuatepec,Tetla de la Solidaridad,Cercana,80
90430,Villa Celeste,Tetla de la Solidaridad,Cercana,80
90430,El Pedregal,Tetla de la Solidaridad,Cercana,80
90430,Villa de las Flores,Tetla de la Solidaridad,Cercana,80
90430,Vista de Sol,Tetla de la Solidaridad,Cercana,80
90430,América del Sur,Tetla de la Solidaridad,Cercana,80
90430,Las Arboledas,Tetla de la Solidaridad,Cercana,80
90430,Los Sabinales,Tetla de la Solidaridad,Cercana,80
90430,Paseos de Tetla,Tetla de la Solidaridad,Cercana,80
90430,Alberto Juárez Blancas,Tetla de la Solidaridad,Cercana,80
90430,Villas de Tetla,Tetla de la Solidaridad,Cercana,80
90430,Ocotitla,Tetla de la Solidaridad,Cercana,80
90430,Las Cabañas,Tetla de la Solidaridad,Cercana,80
90432,1ra. Manzana San Francisco Atezcatzinco,Tetla de la Solidaridad,Cercana,80
90432,Paseos de Xolalpa,Tetla de la Solidaridad,Cercana,80
90432,San Francisco Atexcatzinco 3ra. Manzana,Tetla de la Solidaridad,Cercana,80
90432,4ta. Manzana San Francisco Atexcatzinco,Tetla de la Solidaridad,Cercana,80
90432,San Francisco Atexcatzinco 2da. Manzana,Tetla de la Solidaridad,Cercana,80
90432,Anastacio Lemus,Tetla de la Solidaridad,Cercana,80
90432,La Loma,Tetla de la Solidaridad,Cercana,80
90432,Alejandro López Ávila (Los Temontones),Tetla de la Solidaridad,Cercana,80
90432,Santa Margarita,Tetla de la Solidaridad,Cercana,80
90433,Chautzingo,Tetla de la Solidaridad,Cercana,80
90433,Los Dolores,Tetla de la Solidaridad,Cercana,80
90433,De Apizaquito,Tetla de la Solidaridad,Cercana,80
90433,San Juan,Tetla de la Solidaridad,Cercana,80
90434,José María Morelos y Pavón,Tetla de la Solidaridad,Cercana,80
90434,Ciudad Industrial Xicohténcatl,Tetla de la Solidaridad,Cercana,80
90434,Campo David,Tetla de la Solidaridad,Cercana,80
90434,El Ocote,Tetla de la Solidaridad,Cercana,80
90434,Felipe Gutiérrez,Tetla de la Solidaridad,Cercana,80
90434,Ricardo Flores Magón,Tetla de la Solidaridad,Cercana,80
90434,La Caridad,Tetla de la Solidaridad,Cercana,80
90434,San Miguel,Tetla de la Solidaridad,Cercana,80
90434,De Gómez,Tetla de la Solidaridad,Cercana,80
90434,Las Arenas,Tetla de la Solidaridad,Cercana,80
90435,Capulac,Tetla de la Solidaridad,Cercana,80
90435,San Gregorio,Tetla de la Solidaridad,Cercana,80
90435,La Divina Providencia,Tetla de la Solidaridad,Cercana,80
90435,Santa Fe la Troje,Tetla de la Solidaridad,Cercana,80
90435,Guillermo Macías,Tetla de la Solidaridad,Cercana,80
90435,El Pozo,Tetla de la Solidaridad,Cercana,80
90435,El Prado,Tetla de la Solidaridad,Cercana,80
90435,Fracción el Derramadero,Tetla de la Solidaridad,Cercana,80
90436,NCPE San Francisco Tepeyanco,Tetla de la Solidaridad,Cercana,80
90436,Juan Lima Olivares,Tetla de la Solidaridad,Cercana,80
90437,San José Piedras Negras,Tetla de la Solidaridad,Cercana,80
90437,San Isidro Piedras Negras,Tetla de la Solidaridad,Cercana,80
90438,Santa Rosa Mena,Tetla de la Solidaridad,Cercana,80
90438,San Isidro,Tetla de la Solidaridad,Cercana,80
90438,Plan de Ayala,Tetla de la Solidaridad,Cercana,80
90438,El Corazón,Tetla de la Solidaridad,Cercana,80
90438,La Concepción,Tetla de la Solidaridad,Cercana,80
90440,San Martín Xaltocan,Xaltocan,Intermedia,100
90440,San Simón Tlatlahuquitepec,Xaltocan,Intermedia,100
90440,Cuatla,Xaltocan,Intermedia,100
90440,Topilco de Juárez,Xaltocan,Intermedia,100
90440,Puerto Arturo,Xaltocan,Intermedia,100
90440,Jardines de Xaltocan,Xaltocan,Intermedia,100
90440,Atzacoalco,Xaltocan,Intermedia,100
90440,Alva,Xaltocan,Intermedia,100
90440,Tlalapechco,Xaltocan,Intermedia,100
90440,Loma Dorada,Xaltocan,Intermedia,100
90443,Santa Bárbara Acuicuizcatepec,Xaltocan,Intermedia,100
90443,Cañada de Chipila,Xaltocan,Intermedia,100
90443,Nueva Ampliación Adolfo Ruiz Cortínez,Xaltocan,Intermedia,100
90443,San José Texopa,Xaltocan,Intermedia,100
90443,Las Mesas,Xaltocan,Intermedia,100
90443,La Retama,Xaltocan,Intermedia,100
90444,La Ascensión Huitzcolotepec,Xaltocan,Intermedia,100
90445,San Lucas Tecopilco,San Lucas Tecopilco,Intermedia,100
90445,Toltecapa,San Lucas Tecopilco,Intermedia,100
90445,Cauatla,San Lucas Tecopilco,Intermedia,100
90445,Loma Bonita,San Lucas Tecopilco,Intermedia,100
90446,Las Cañadas,San Lucas Tecopilco,Intermedia,100
90446,El Llano,San Lucas Tecopilco,Intermedia,100
90448,San José Rosastitla,San Lucas Tecopilco,Intermedia,100
90448,Tlaxcantitla,San Lucas Tecopilco,Intermedia,100
90450,La Noria,Yauhquemehcan,Intermedia,100
90450,San Dionisio Yauhquemehcan,Yauhquemehcan,Intermedia,100
90450,San Francisco Tlacuilohcan,Yauhquemehcan,Intermedia,100
90450,San Lorenzo Tlacualoyan,Yauhquemehcan,Intermedia,100
90450,Santa Úrsula Zimatepec,Yauhquemehcan,Intermedia,100
90450,La Noria II,Yauhquemehcan,Intermedia,100
90450,Viky,Yauhquemehcan,Intermedia,100
90450,La Corona,Yauhquemehcan,Intermedia,100
90450,Cruztitla,Yauhquemehcan,Intermedia,100
90450,Malintzi I,Yauhquemehcan,Intermedia,100
90450,El Padrino II,Yauhquemehcan,Intermedia,100
90450,El Padrino I,Yauhquemehcan,Intermedia,100
90450,La Cima de Piedra II,Yauhquemehcan,Intermedia,100
90450,Los Sauces IV,Yauhquemehcan,Intermedia,100
90450,La Esperanza,Yauhquemehcan,Intermedia,100
90450,Los Sauces I,Yauhquemehcan,Intermedia,100
90450,La Palma,Yauhquemehcan,Intermedia,100
90450,La Huerta,Yauhquemehcan,Intermedia,100
90450,La Aurora,Yauhquemehcan,Intermedia,100
90450,Xalcuentla,Yauhquemehcan,Intermedia,100
90450,La Huerta I,Yauhquemehcan,Intermedia,100
90450,Jardines de Santa Úrsula,Yauhquemehcan,Intermedia,100
90450,Los Sauces II,Yauhquemehcan,Intermedia,100
90450,Los Sauces III,Yauhquemehcan,Intermedia,100
90450,El Padrino III,Yauhquemehcan,Intermedia,100
90450,Los Sauces V,Yauhquemehcan,Intermedia,100
90450,Villa Hermosa,Yauhquemehcan,Intermedia,100
90450,El Pedregal,Yauhquemehcan,Intermedia,100
90450,Ahuaxtla,Yauhquemehcan,Intermedia,100
90450,La Cima de Piedra I,Yauhquemehcan,Intermedia,100
90450,Las Rosas 2000,Yauhquemehcan,Intermedia,100
90450,La Soledad (El Charco),Yauhquemehcan,Intermedia,100
90453,San Benito Xaltocan,Yauhquemehcan,Intermedia,100
90453,Doctores,Yauhquemehcan,Intermedia,100
90453,Villa Alta,Yauhquemehcan,Intermedia,100
90453,La Libertad,Yauhquemehcan,Intermedia,100
90453,La Joya,Yauhquemehcan,Intermedia,100
90453,Las Torres,Yauhquemehcan,Intermedia,100
90454,Arenal,Yauhquemehcan,Intermedia,100
90454,San José Tetel,Yauhquemehcan,Intermedia,100
90454,Axotecatl,Yauhquemehcan,Intermedia,100
90454,Coyotla,Yauhquemehcan,Intermedia,100
90454,Pentágono,Yauhquemehcan,Intermedia,100
90454,Paraíso,Yauhquemehcan,Intermedia,100
90454,El Mirador II,Yauhquemehcan,Intermedia,100
90454,Emilio Sánchez Piedras,Yauhquemehcan,Intermedia,100
90454,El Palmar,Yauhquemehcan,Intermedia,100
90454,Vista los Volcanes II,Yauhquemehcan,Intermedia,100
90454,Vista los Volcanes I,Yauhquemehcan,Intermedia,100
90454,Villas la Monumental,Yauhquemehcan,Intermedia,100
90454,Modulo el Mirador,Yauhquemehcan,Intermedia,100
90454,Acuario,Yauhquemehcan,Intermedia,100
90454,La Unión,Yauhquemehcan,Intermedia,100
90454,Los Patios,Yauhquemehcan,Intermedia,100
90454,Arcos Tetel I,Yauhquemehcan,Intermedia,100
90454,Arboledas,Yauhquemehcan,Intermedia,100
90454,Arcos Tetel II,Yauhquemehcan,Intermedia,100
90455,Calapa,Yauhquemehcan,Intermedia,100
90455,Jazmín,Yauhquemehcan,Intermedia,100
90455,Atencingo,Yauhquemehcan,Intermedia,100
90456,El Rosario Ocotoxco,Yauhquemehcan,Intermedia,100
90457,Magdalena Tepepa,Yauhquemehcan,Intermedia,100
90457,La Luz,Yauhquemehcan,Intermedia,100
90457,Villa Arboledas,Yauhquemehcan,Intermedia,100
90459,Santa María Atlihuetzian,Yauhquemehcan,Intermedia,100
90459,Lomas de la Misión,Yauhquemehcan,Intermedia,100
90459,Cuarta Sección,Yauhquemehcan,Intermedia,100
90459,Hualcaltzinco,Yauhquemehcan,Intermedia,100
90459,San José Tepoxtla,Yauhquemehcan,Intermedia,100
90460,Conjunto habitacional Pronavi San Cosme,Xaloztoc,Cercana,80
90460,San Cosme Xaloztoc,Xaloztoc,Cercana,80
90460,San Pedro Tlacotepec,Xaloztoc,Cercana,80
90460,Guadalupe Texmolac,Xaloztoc,Cercana,80
90460,Venustiano Carranza,Xaloztoc,Cercana,80
90460,Tetitla,Xaloztoc,Cercana,80
90460,Santa Martha,Xaloztoc,Cercana,80
90460,La Sierra,Xaloztoc,Cercana,80
90460,Santa Cruz Zacatzontetla,Xaloztoc,Cercana,80
90460,El Jagüey Prieto,Xaloztoc,Cercana,80
90460,Florencia Sánchez Nava,Xaloztoc,Cercana,80
90463,José López Portillo,Xaloztoc,Cercana,80
90465,Velazco,Xaloztoc,Cercana,80
90465,Los Corrales,Xaloztoc,Cercana,80
90480,Santa María Tocatlán,Tocatlán,Intermedia,100
90480,San José,Tocatlán,Intermedia,100
90482,Venustiano Carranza,Tocatlán,Intermedia,100
90484,Acocotla,Tocatlán,Intermedia,100
90490,El Divino Salvador,Tzompantepec,Cercana,80
90490,San Salvador Tzompantepec,Tzompantepec,Cercana,80
90490,Jean Charlot II,Tzompantepec,Cercana,80
90490,San Pablo,Tzompantepec,Cercana,80
90490,Los Girasoles,Tzompantepec,Cercana,80
90490,Zauhtla,Tzompantepec,Cercana,80
90490,Doña María,Tzompantepec,Cercana,80
90490,San Andrés,Tzompantepec,Cercana,80
90490,San Juan,Tzompantepec,Cercana,80
90490,Jean Charlot I,Tzompantepec,Cercana,80
90490,Jean Charlot III,Tzompantepec,Cercana,80
90490,Tepozotenco,Tzompantepec,Cercana,80
90491,San Andrés Ahuashuatepec,Tzompantepec,Cercana,80
90491,Cuayecatl,Tzompantepec,Cercana,80
90491,El Llano,Tzompantepec,Cercana,80
90491,Cruztitla (Coyoeca),Tzompantepec,Cercana,80
90491,Meyalco,Tzompantepec,Cercana,80
90491,La Estrella,Tzompantepec,Cercana,80
90491,Loma Dorada,Tzompantepec,Cercana,80
90491,19 de Noviembre,Tzompantepec,Cercana,80
90493,San Juan Quetzalcoapan,Tzompantepec,Cercana,80
90493,Mazapa (Rancho los Juanes),Tzompantepec,Cercana,80
90494,San Mateo Inophil,Tzompantepec,Cercana,80
90494,La Providencia las Huertas,Tzompantepec,Cercana,80
90494,Amoltepec,Tzompantepec,Cercana,80
90494,Xaltianquisco,Tzompantepec,Cercana,80
90495,1ra. Sección San José Teacalco,San José Teacalco,Intermedia,100
90495,4ta. Sección San José Teacalco,San José Teacalco,Intermedia,100
90496,5ta. Sección San José Teacalco,San José Teacalco,Intermedia,100
90496,3ra. Sección San José Teacalco,San José Teacalco,Intermedia,100
90497,2da. Sección San José Teacalco,San José Teacalco,Intermedia,100
90497,Ex-rancho San Nicolás Cuatlapanga,San José Teacalco,Intermedia,100
90497,El Encinal Dos de Mayo,San José Teacalco,Intermedia,100
90497,San Pedro Mártir,San José Teacalco,Intermedia,100
90497,Ecológica,San José Teacalco,Intermedia,100
90498,San Luis,San José Teacalco,Intermedia,100
90500,Huamantla Centro,Huamantla,Intermedia,100
90502,El Calvario,Huamantla,Intermedia,100
90502,Santa Cruz,Huamantla,Intermedia,100
90502,La Santísima,Huamantla,Intermedia,100
90502,El Encanto,Huamantla,Intermedia,100
90502,Del Dulce Nombre,Huamantla,Intermedia,100
90502,De Jesús,Huamantla,Intermedia,100
90503,San Carlos,Huamantla,Intermedia,100
90503,San Juan,Huamantla,Intermedia,100
90503,Santa Ana,Huamantla,Intermedia,100
90503,Cuamanco,Huamantla,Intermedia,100
90503,Villa de las Flores,Huamantla,Intermedia,100
90503,El Cornejal,Huamantla,Intermedia,100
90505,La Preciosa,Huamantla,Intermedia,100
90505,San Francisco Yancuitlalpan,Huamantla,Intermedia,100
90505,San José,Huamantla,Intermedia,100
90505,San Antonio,Huamantla,Intermedia,100
90505,Santa Maria Yancuitlalpan,Huamantla,Intermedia,100
90505,San Miguel,Huamantla,Intermedia,100
90505,Jardines de San Manuel,Huamantla,Intermedia,100
90506,Ignacio Zaragoza,Huamantla,Intermedia,100
90506,Nuevos Horizontes,Huamantla,Intermedia,100
90506,Emiliano Zapata,Huamantla,Intermedia,100
90506,La Estación,Huamantla,Intermedia,100
90506,Viva,Huamantla,Intermedia,100
90506,Tierra y Libertad,Huamantla,Intermedia,100
